timestamp,pid,rol,rss_mb,cpu_percent
2026-08-12T12:29:28,18880,worker,34.8,0.0
2026-08-12T12:29:28,32672,worker,195.4,0.0
2026-08-12T12:29:28,17792,worker,170.9,0.0
2026-08-12T12:29:28,22824,worker,162.1,0.0
2026-08-12T12:29:28,6420,worker,163.4,0.0
2026-08-12T12:29:28,15048,worker,82.7,0.0
2026-08-12T12:29:28,18604,worker,90.3,0.0
2026-08-12T12:29:43,28320,padre,4.7,0.0
2026-08-12T12:29:43,18880,worker,34.8,0.0
2026-08-12T12:29:43,32672,worker,187.4,0.0
2026-08-12T12:29:43,17792,worker,170.9,0.0
2026-08-12T12:29:43,22824,worker,162.7,0.0
2026-08-12T12:29:43,6420,worker,169.7,0.0
2026-08-12T12:29:43,16576,worker,24.7,0.0
2026-08-12T12:29:43,15048,worker,95.0,0.0
2026-08-12T12:29:43,18604,worker,99.4,0.0
2026-08-12T12:29:43,564,worker,82.7,0.0
2026-08-12T12:29:58,28320,padre,4.7,0.0
2026-08-12T12:29:58,18880,worker,34.8,0.0
2026-08-12T12:29:58,32672,worker,198.3,0.0
2026-08-12T12:29:58,17792,worker,170.8,0.0
2026-08-12T12:29:58,22824,worker,162.7,0.0
2026-08-12T12:29:58,6420,worker,169.8,0.0
2026-08-12T12:29:58,16576,worker,95.4,0.0
2026-08-12T12:29:58,15048,worker,95.0,0.0
2026-08-12T12:29:58,18604,worker,99.4,0.0
2026-08-12T12:29:58,564,worker,138.7,0.0
2026-08-12T12:30:13,28320,padre,4.7,0.0
2026-08-12T12:30:13,18880,worker,34.8,0.0
2026-08-12T12:30:13,32672,worker,188.5,0.0
2026-08-12T12:30:13,17792,worker,176.1,0.0
2026-08-12T12:30:13,22824,worker,168.9,0.0
2026-08-12T12:30:13,6420,worker,197.4,0.0
2026-08-12T12:30:13,16576,worker,146.4,0.0
2026-08-12T12:30:13,32568,worker,153.2,0.0
2026-08-12T12:30:13,16536,worker,69.5,0.0
2026-08-12T12:30:13,15048,worker,101.1,0.0
2026-08-12T12:30:13,18604,worker,105.8,0.0
2026-08-12T12:30:13,564,worker,146.0,0.0
2026-08-12T12:30:28,28320,padre,4.6,0.0
2026-08-12T12:30:28,18880,worker,34.8,0.0
2026-08-12T12:30:28,32672,worker,223.9,0.0
2026-08-12T12:30:28,17792,worker,178.7,0.0
2026-08-12T12:30:28,22824,worker,177.6,0.0
2026-08-12T12:30:28,6420,worker,230.1,0.0
2026-08-12T12:30:28,16576,worker,139.2,0.0
2026-08-12T12:30:28,32568,worker,145.2,0.0
2026-08-12T12:30:28,16536,worker,82.7,0.0
2026-08-12T12:30:28,15048,worker,98.3,0.0
2026-08-12T12:30:28,30060,worker,83.1,0.0
2026-08-12T12:30:28,18604,worker,123.5,0.0
2026-08-12T12:30:28,564,worker,146.0,0.0
2026-08-12T12:30:43,28320,padre,4.6,0.0
2026-08-12T12:30:43,18880,worker,34.8,0.0
2026-08-12T12:30:43,32672,worker,223.0,0.0
2026-08-12T12:30:43,17792,worker,178.6,0.0
2026-08-12T12:30:43,22824,worker,177.9,0.0
2026-08-12T12:30:43,6420,worker,229.1,0.0
2026-08-12T12:30:43,16576,worker,146.4,0.0
2026-08-12T12:30:43,32568,worker,150.2,0.0
2026-08-12T12:30:43,16536,worker,82.7,0.0
2026-08-12T12:30:43,15048,worker,98.3,0.0
2026-08-12T12:30:43,30060,worker,83.1,0.0
2026-08-12T12:30:43,18604,worker,123.5,0.0
2026-08-12T12:30:43,564,worker,146.0,0.0
2026-08-12T12:30:58,28320,padre,4.6,0.0
2026-08-12T12:30:58,18880,worker,34.8,0.0
2026-08-12T12:30:58,32672,worker,247.5,0.0
2026-08-12T12:30:58,17792,worker,175.6,0.0
2026-08-12T12:30:58,22824,worker,176.9,0.0
2026-08-12T12:30:58,6420,worker,240.9,0.0
2026-08-12T12:30:58,16576,worker,146.7,0.0
2026-08-12T12:30:58,32568,worker,140.7,0.0
2026-08-12T12:30:58,16536,worker,82.7,0.0
2026-08-12T12:30:58,15048,worker,104.1,0.0
2026-08-12T12:30:58,30060,worker,83.1,0.0
2026-08-12T12:30:58,18604,worker,155.3,0.0
2026-08-12T12:30:58,564,worker,152.4,0.0
2026-08-12T12:31:13,28320,padre,4.6,0.0
2026-08-12T12:31:13,18880,worker,34.8,0.0
2026-08-12T12:31:13,32672,worker,236.7,0.0
2026-08-12T12:31:13,17792,worker,175.6,0.0
2026-08-12T12:31:13,22824,worker,176.9,0.0
2026-08-12T12:31:13,6420,worker,240.9,0.0
2026-08-12T12:31:13,16576,worker,146.7,0.0
2026-08-12T12:31:13,32568,worker,140.6,0.0
2026-08-12T12:31:13,16536,worker,82.7,0.0
2026-08-12T12:31:13,15048,worker,108.2,0.0
2026-08-12T12:31:13,30060,worker,90.2,0.0
2026-08-12T12:31:13,18604,worker,134.1,0.0
2026-08-12T12:31:13,564,worker,127.3,0.0
2026-08-12T12:31:28,28320,padre,4.6,0.0
2026-08-12T12:31:28,18880,worker,34.8,0.0
2026-08-12T12:31:28,32672,worker,267.8,0.0
2026-08-12T12:31:28,17792,worker,178.5,0.0
2026-08-12T12:31:28,22824,worker,176.9,0.0
2026-08-12T12:31:28,6420,worker,229.6,0.0
2026-08-12T12:31:28,16576,worker,151.8,0.0
2026-08-12T12:31:28,32568,worker,145.6,0.0
2026-08-12T12:31:28,16536,worker,82.7,0.0
2026-08-12T12:31:28,15048,worker,101.9,0.0
2026-08-12T12:31:28,30060,worker,96.0,0.0
2026-08-12T12:31:28,18604,worker,134.1,0.0
2026-08-12T12:31:28,564,worker,125.7,0.0
2026-08-12T12:31:43,28320,padre,4.6,0.0
2026-08-12T12:31:43,18880,worker,34.8,0.0
2026-08-12T12:31:43,32672,worker,264.3,0.0
2026-08-12T12:31:43,17792,worker,178.7,0.0
2026-08-12T12:31:43,22824,worker,178.4,0.0
2026-08-12T12:31:43,6420,worker,249.4,0.0
2026-08-12T12:31:43,16576,worker,166.2,0.0
2026-08-12T12:31:43,32568,worker,160.5,0.0
2026-08-12T12:31:43,16536,worker,82.7,0.0
2026-08-12T12:31:43,15048,worker,104.8,0.0
2026-08-12T12:31:43,30060,worker,101.6,0.0
2026-08-12T12:31:43,18604,worker,134.1,0.0
2026-08-12T12:31:43,564,worker,125.7,0.0
2026-08-12T12:31:58,28320,padre,4.6,0.0
2026-08-12T12:31:58,18880,worker,34.8,0.0
2026-08-12T12:31:58,32672,worker,264.1,0.0
2026-08-12T12:31:58,17792,worker,209.0,0.0
2026-08-12T12:31:58,22824,worker,178.4,0.0
2026-08-12T12:31:58,6420,worker,248.2,0.0
2026-08-12T12:31:58,16576,worker,153.5,0.0
2026-08-12T12:31:58,32568,worker,142.5,0.0
2026-08-12T12:31:58,16536,worker,82.7,0.0
2026-08-12T12:31:58,15048,worker,170.0,0.0
2026-08-12T12:31:58,30060,worker,139.8,0.0
2026-08-12T12:31:58,18604,worker,140.7,0.0
2026-08-12T12:31:58,564,worker,125.7,0.0
2026-08-12T12:32:13,28320,padre,4.6,0.0
2026-08-12T12:32:13,18880,worker,34.8,0.0
2026-08-12T12:32:13,32672,worker,277.9,0.0
2026-08-12T12:32:13,17792,worker,209.1,0.0
2026-08-12T12:32:13,22824,worker,178.4,0.0
2026-08-12T12:32:13,6420,worker,237.4,0.0
2026-08-12T12:32:13,16576,worker,161.6,0.0
2026-08-12T12:32:13,32568,worker,148.4,0.0
2026-08-12T12:32:13,16536,worker,89.5,0.0
2026-08-12T12:32:13,15048,worker,152.8,0.0
2026-08-12T12:32:13,30060,worker,139.8,0.0
2026-08-12T12:32:13,18604,worker,156.9,0.0
2026-08-12T12:32:13,564,worker,161.2,0.0
2026-08-12T12:32:28,28320,padre,4.6,0.0
2026-08-12T12:32:28,18880,worker,34.8,0.0
2026-08-12T12:32:28,32672,worker,264.7,0.0
2026-08-12T12:32:28,17792,worker,229.6,0.0
2026-08-12T12:32:28,22824,worker,209.0,0.0
2026-08-12T12:32:28,6420,worker,251.4,0.0
2026-08-12T12:32:28,16576,worker,176.9,0.0
2026-08-12T12:32:28,32568,worker,163.9,0.0
2026-08-12T12:32:28,16536,worker,138.6,0.0
2026-08-12T12:32:28,12412,worker,90.3,0.0
2026-08-12T12:32:28,15048,worker,116.9,0.0
2026-08-12T12:32:28,30060,worker,146.8,0.0
2026-08-12T12:32:28,18604,worker,161.6,0.0
2026-08-12T12:32:28,564,worker,147.3,0.0
2026-08-12T12:32:43,28320,padre,4.6,0.0
2026-08-12T12:32:43,18880,worker,34.8,0.0
2026-08-12T12:32:43,32672,worker,264.5,0.0
2026-08-12T12:32:43,17792,worker,228.8,0.0
2026-08-12T12:32:43,22824,worker,242.0,0.0
2026-08-12T12:32:43,6420,worker,239.8,0.0
2026-08-12T12:32:43,16576,worker,178.1,0.0
2026-08-12T12:32:43,32568,worker,147.3,0.0
2026-08-12T12:32:43,16536,worker,138.6,0.0
2026-08-12T12:32:43,12412,worker,117.8,0.0
2026-08-12T12:32:43,15048,worker,116.9,0.0
2026-08-12T12:32:43,30060,worker,146.7,0.0
2026-08-12T12:32:43,18604,worker,161.6,0.0
2026-08-12T12:32:43,564,worker,147.3,0.0
2026-08-12T12:32:58,28320,padre,4.6,0.0
2026-08-12T12:32:58,18880,worker,34.8,0.0
2026-08-12T12:32:58,32672,worker,264.5,0.0
2026-08-12T12:32:58,17792,worker,227.9,0.0
2026-08-12T12:32:58,22824,worker,240.8,0.0
2026-08-12T12:32:58,6420,worker,248.9,0.0
2026-08-12T12:32:58,16576,worker,169.5,0.0
2026-08-12T12:32:58,32568,worker,155.4,0.0
2026-08-12T12:32:58,16536,worker,138.6,0.0
2026-08-12T12:32:58,12412,worker,99.3,0.0
2026-08-12T12:32:58,15048,worker,126.7,0.0
2026-08-12T12:32:58,30060,worker,151.9,0.0
2026-08-12T12:32:58,18604,worker,161.6,0.0
2026-08-12T12:32:58,564,worker,147.3,0.0
2026-08-12T12:33:13,28320,padre,4.6,0.0
2026-08-12T12:33:13,18880,worker,34.8,0.0
2026-08-12T12:33:13,32672,worker,277.7,0.0
2026-08-12T12:33:13,17792,worker,243.3,0.0
2026-08-12T12:33:13,22824,worker,230.0,0.0
2026-08-12T12:33:13,6420,worker,239.0,0.0
2026-08-12T12:33:13,16576,worker,179.2,0.0
2026-08-12T12:33:13,32568,worker,159.0,0.0
2026-08-12T12:33:13,16536,worker,147.2,0.0
2026-08-12T12:33:13,12412,worker,99.3,0.0
2026-08-12T12:33:13,15048,worker,126.7,0.0
2026-08-12T12:33:13,30060,worker,151.9,0.0
2026-08-12T12:33:13,18604,worker,161.6,0.0
2026-08-12T12:33:13,564,worker,170.6,0.0
2026-08-12T12:33:28,28320,padre,4.6,0.0
2026-08-12T12:33:28,18880,worker,34.8,0.0
2026-08-12T12:33:28,32672,worker,263.7,0.0
2026-08-12T12:33:28,17792,worker,235.9,0.0
2026-08-12T12:33:28,22824,worker,229.0,0.0
2026-08-12T12:33:28,6420,worker,294.0,0.0
2026-08-12T12:33:28,16576,worker,179.2,0.0
2026-08-12T12:33:28,32568,worker,159.0,0.0
2026-08-12T12:33:28,16536,worker,147.2,0.0
2026-08-12T12:33:28,12412,worker,99.3,0.0
2026-08-12T12:33:28,15048,worker,122.3,0.0
2026-08-12T12:33:28,30060,worker,140.1,0.0
2026-08-12T12:33:28,18604,worker,148.1,0.0
2026-08-12T12:33:28,564,worker,153.4,0.0
2026-08-12T12:33:43,28320,padre,4.6,0.0
2026-08-12T12:33:43,18880,worker,34.8,0.0
2026-08-12T12:33:43,32672,worker,264.1,0.0
2026-08-12T12:33:43,17792,worker,238.5,0.0
2026-08-12T12:33:43,22824,worker,229.3,0.0
2026-08-12T12:33:43,6420,worker,283.9,0.0
2026-08-12T12:33:43,16576,worker,179.2,0.0
2026-08-12T12:33:43,32568,worker,159.0,0.0
2026-08-12T12:33:43,16536,worker,147.2,0.0
2026-08-12T12:33:43,12412,worker,99.3,0.0
2026-08-12T12:33:43,15048,worker,131.1,0.0
2026-08-12T12:33:43,30060,worker,141.8,0.0
2026-08-12T12:33:43,18604,worker,152.4,0.0
2026-08-12T12:33:43,564,worker,162.1,0.0
2026-08-12T12:33:58,28320,padre,4.6,0.0
2026-08-12T12:33:58,18880,worker,34.8,0.0
2026-08-12T12:33:58,32672,worker,264.2,0.0
2026-08-12T12:33:58,17792,worker,238.8,0.0
2026-08-12T12:33:58,22824,worker,248.5,0.0
2026-08-12T12:33:58,6420,worker,278.5,0.0
2026-08-12T12:33:58,16576,worker,179.2,0.0
2026-08-12T12:33:58,32568,worker,159.0,0.0
2026-08-12T12:33:58,16536,worker,147.2,0.0
2026-08-12T12:33:58,12412,worker,106.0,0.0
2026-08-12T12:33:58,15048,worker,156.3,0.0
2026-08-12T12:33:58,30060,worker,166.1,0.0
2026-08-12T12:33:58,18604,worker,152.4,0.0
2026-08-12T12:33:58,564,worker,162.1,0.0
2026-08-12T12:34:13,28320,padre,4.6,0.0
2026-08-12T12:34:13,18880,worker,34.8,0.0
2026-08-12T12:34:13,32672,worker,264.3,0.0
2026-08-12T12:34:13,17792,worker,238.8,0.0
2026-08-12T12:34:13,22824,worker,249.4,0.0
2026-08-12T12:34:13,6420,worker,276.2,0.0
2026-08-12T12:34:13,16576,worker,174.0,0.0
2026-08-12T12:34:13,32568,worker,166.8,0.0
2026-08-12T12:34:13,16536,worker,141.1,0.0
2026-08-12T12:34:13,12412,worker,106.0,0.0
2026-08-12T12:34:13,15048,worker,156.3,0.0
2026-08-12T12:34:13,30060,worker,148.5,0.0
2026-08-12T12:34:13,18604,worker,156.8,0.0
2026-08-12T12:34:13,564,worker,158.0,0.0
2026-08-12T12:34:28,28320,padre,4.6,0.0
2026-08-12T12:34:28,18880,worker,34.8,0.0
2026-08-12T12:34:28,32672,worker,264.8,0.0
2026-08-12T12:34:28,17792,worker,236.0,0.0
2026-08-12T12:34:28,22824,worker,235.0,0.0
2026-08-12T12:34:28,6420,worker,273.8,0.0
2026-08-12T12:34:28,16576,worker,174.0,0.0
2026-08-12T12:34:28,32568,worker,166.8,0.0
2026-08-12T12:34:28,16536,worker,148.5,0.0
2026-08-12T12:34:28,12412,worker,123.4,0.0
2026-08-12T12:34:28,15048,worker,156.5,0.0
2026-08-12T12:34:28,30060,worker,148.5,0.0
2026-08-12T12:34:28,18604,worker,157.0,0.0
2026-08-12T12:34:28,564,worker,158.0,0.0
2026-08-12T12:34:43,28320,padre,4.6,0.0
2026-08-12T12:34:43,18880,worker,34.8,0.0
2026-08-12T12:34:43,32672,worker,265.1,0.0
2026-08-12T12:34:43,17792,worker,236.4,0.0
2026-08-12T12:34:43,22824,worker,235.0,0.0
2026-08-12T12:34:43,6420,worker,273.9,0.0
2026-08-12T12:34:43,16576,worker,174.2,0.0
2026-08-12T12:34:43,32568,worker,166.8,0.0
2026-08-12T12:34:43,16536,worker,148.5,0.0
2026-08-12T12:34:43,12412,worker,123.4,0.0
2026-08-12T12:34:43,15048,worker,160.8,0.0
2026-08-12T12:34:43,30060,worker,148.5,0.0
2026-08-12T12:34:43,18604,worker,167.2,0.0
2026-08-12T12:34:43,564,worker,162.8,0.0
2026-08-12T12:34:58,28320,padre,4.6,0.0
2026-08-12T12:34:58,18880,worker,34.8,0.0
2026-08-12T12:34:58,32672,worker,276.2,0.0
2026-08-12T12:34:58,17792,worker,250.0,0.0
2026-08-12T12:34:58,22824,worker,251.0,0.0
2026-08-12T12:34:58,6420,worker,287.2,0.0
2026-08-12T12:34:58,16576,worker,181.2,0.0
2026-08-12T12:34:58,32568,worker,184.8,0.0
2026-08-12T12:34:58,16536,worker,148.5,0.0
2026-08-12T12:34:58,12412,worker,152.8,0.0
2026-08-12T12:34:58,15048,worker,172.8,0.0
2026-08-12T12:34:58,30060,worker,155.4,0.0
2026-08-12T12:34:58,18604,worker,167.4,0.0
2026-08-12T12:34:58,564,worker,177.8,0.0
2026-08-12T12:35:13,28320,padre,4.6,0.0
2026-08-12T12:35:13,18880,worker,34.8,0.0
2026-08-12T12:35:13,32672,worker,274.0,0.0
2026-08-12T12:35:13,17792,worker,248.8,0.0
2026-08-12T12:35:13,22824,worker,249.8,0.0
2026-08-12T12:35:13,6420,worker,288.2,0.0
2026-08-12T12:35:13,16576,worker,156.2,0.0
2026-08-12T12:35:13,32568,worker,166.5,0.0
2026-08-12T12:35:13,16536,worker,143.5,0.0
2026-08-12T12:35:13,12412,worker,133.8,0.0
2026-08-12T12:35:13,15048,worker,155.1,0.0
2026-08-12T12:35:13,30060,worker,155.4,0.0
2026-08-12T12:35:13,18604,worker,167.4,0.0
2026-08-12T12:35:13,564,worker,162.0,0.0
2026-08-12T12:35:28,28320,padre,4.6,0.0
2026-08-12T12:35:28,18880,worker,34.8,0.0
2026-08-12T12:35:28,32672,worker,274.0,0.0
2026-08-12T12:35:28,17792,worker,248.9,0.0
2026-08-12T12:35:28,22824,worker,249.8,0.0
2026-08-12T12:35:28,6420,worker,281.3,0.0
2026-08-12T12:35:28,16576,worker,158.4,0.0
2026-08-12T12:35:28,32568,worker,174.3,0.0
2026-08-12T12:35:28,16536,worker,143.5,0.0
2026-08-12T12:35:28,12412,worker,133.8,0.0
2026-08-12T12:35:28,15048,worker,160.4,0.0
2026-08-12T12:35:28,30060,worker,154.8,0.0
2026-08-12T12:35:28,18604,worker,167.4,0.0
2026-08-12T12:35:28,564,worker,162.0,0.0
2026-08-12T12:35:43,28320,padre,4.6,0.0
2026-08-12T12:35:43,18880,worker,34.8,0.0
2026-08-12T12:35:43,32672,worker,272.5,0.0
2026-08-12T12:35:43,17792,worker,237.1,0.0
2026-08-12T12:35:43,22824,worker,250.1,0.0
2026-08-12T12:35:43,6420,worker,268.4,0.0
2026-08-12T12:35:43,16576,worker,158.4,0.0
2026-08-12T12:35:43,32568,worker,179.0,0.0
2026-08-12T12:35:43,16536,worker,143.5,0.0
2026-08-12T12:35:43,12412,worker,133.8,0.0
2026-08-12T12:35:43,15048,worker,169.4,0.0
2026-08-12T12:35:43,30060,worker,162.0,0.0
2026-08-12T12:35:43,18604,worker,167.4,0.0
2026-08-12T12:35:43,564,worker,162.0,0.0
2026-08-12T12:35:58,28320,padre,4.6,0.0
2026-08-12T12:35:58,18880,worker,34.8,0.0
2026-08-12T12:35:58,32672,worker,264.6,0.0
2026-08-12T12:35:58,17792,worker,240.4,0.0
2026-08-12T12:35:58,22824,worker,243.1,0.0
2026-08-12T12:35:58,6420,worker,268.6,0.0
2026-08-12T12:35:58,16576,worker,158.4,0.0
2026-08-12T12:35:58,32568,worker,179.0,0.0
2026-08-12T12:35:58,16536,worker,150.3,0.0
2026-08-12T12:35:58,12412,worker,157.6,0.0
2026-08-12T12:35:58,15048,worker,173.7,0.0
2026-08-12T12:35:58,30060,worker,157.8,0.0
2026-08-12T12:35:58,18604,worker,151.6,0.0
2026-08-12T12:35:58,564,worker,168.9,0.0
2026-08-12T12:36:14,28320,padre,4.6,0.0
2026-08-12T12:36:14,18880,worker,34.8,0.0
2026-08-12T12:36:14,32672,worker,260.9,0.0
2026-08-12T12:36:14,17792,worker,238.9,0.0
2026-08-12T12:36:14,22824,worker,242.1,0.0
2026-08-12T12:36:14,6420,worker,268.7,0.0
2026-08-12T12:36:14,16576,worker,158.4,0.0
2026-08-12T12:36:14,32568,worker,179.0,0.0
2026-08-12T12:36:14,16536,worker,150.3,0.0
2026-08-12T12:36:14,12412,worker,141.2,0.0
2026-08-12T12:36:14,15048,worker,174.2,0.0
2026-08-12T12:36:14,30060,worker,176.9,0.0
2026-08-12T12:36:14,18604,worker,159.2,0.0
2026-08-12T12:36:14,564,worker,173.4,0.0
2026-08-12T12:36:29,28320,padre,4.6,0.0
2026-08-12T12:36:29,18880,worker,34.8,0.0
2026-08-12T12:36:29,32672,worker,260.9,0.0
2026-08-12T12:36:29,17792,worker,238.9,0.0
2026-08-12T12:36:29,22824,worker,242.5,0.0
2026-08-12T12:36:29,6420,worker,283.8,0.0
2026-08-12T12:36:29,16576,worker,176.7,0.0
2026-08-12T12:36:29,32568,worker,179.0,0.0
2026-08-12T12:36:29,16536,worker,148.2,0.0
2026-08-12T12:36:29,12412,worker,145.4,0.0
2026-08-12T12:36:29,15048,worker,174.2,0.0
2026-08-12T12:36:29,30060,worker,172.4,0.0
2026-08-12T12:36:29,18604,worker,159.2,0.0
2026-08-12T12:36:29,564,worker,178.3,0.0
2026-08-12T12:36:44,28320,padre,4.6,0.0
2026-08-12T12:36:44,18880,worker,34.8,0.0
2026-08-12T12:36:44,32672,worker,258.5,0.0
2026-08-12T12:36:44,17792,worker,247.6,0.0
2026-08-12T12:36:44,22824,worker,242.3,0.0
2026-08-12T12:36:44,6420,worker,283.1,0.0
2026-08-12T12:36:44,16576,worker,159.7,0.0
2026-08-12T12:36:44,32568,worker,189.6,0.0
2026-08-12T12:36:44,16536,worker,155.5,0.0
2026-08-12T12:36:44,12412,worker,145.4,0.0
2026-08-12T12:36:44,15048,worker,153.5,0.0
2026-08-12T12:36:44,30060,worker,172.4,0.0
2026-08-12T12:36:44,18604,worker,165.8,0.0
2026-08-12T12:36:44,564,worker,178.3,0.0
2026-08-12T12:36:59,28320,padre,4.6,0.0
2026-08-12T12:36:59,18880,worker,34.8,0.0
2026-08-12T12:36:59,32672,worker,258.6,0.0
2026-08-12T12:36:59,17792,worker,237.0,0.0
2026-08-12T12:36:59,22824,worker,291.6,0.0
2026-08-12T12:36:59,6420,worker,273.1,0.0
2026-08-12T12:36:59,16576,worker,166.7,0.0
